Rank;Title;TotalCites;ImpactFactor;EigenfactorScore
11003;Cerne;703;0.500;0.00082
11003;Dyna;139;0.500;0.00015
11003;ENDEAVOUR;479;0.500;0.00046
11003;FinanzArchiv;233;0.500;0.00042
11003;HAHR-Hispanic American Historical Review;488;0.500;0.00015
11003;HORTICULTURAL SCIENCE;321;0.500;0.00035
11003;Historical Records of Australian Science;89;0.500;0.00002
11003;IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS;1583;0.500;0.00219
11003;INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW;331;0.500;0.00040
11003;INTERNATIONAL JOURNAL OF GAME THEORY;1246;0.500;0.00206
11003;INTERNATIONAL JOURNAL OF GAME THEORY;1246;0.500;0.00206
11003;International Journal of Developmental Disabilities;63;0.500;0.00026
11003;JOURNAL OF REHABILITATION;443;0.500;0.00023
11003;JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES;373;0.500;0.00051
11003;JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES;373;0.500;0.00051
11003;Journal of Derivatives;567;0.500;0.00032
11003;Journal of Hospice & Palliative Nursing;399;0.500;0.00078
11003;Journal of Hospice & Palliative Nursing;399;0.500;0.00078
11003;Journal of Materials Education;179;0.500;0.00010
11003;LIBRI;254;0.500;0.00016
11003;Landbauforschung;65;0.500;0.00015
11003;Neural Network World;264;0.500;0.00030
11003;PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER;185;0.500;0.00015
11003;Politikon;193;0.500;0.00020
11003;Pragmatics;691;0.500;0.00047
11003;Psicologia-Reflexao e Critica;422;0.500;0.00064
11003;Rural History-Economy Society Culture;111;0.500;0.00030
11003;SALUD MENTAL;485;0.500;0.00032
11003;SOCIOLOGIA;101;0.500;0.00007
11003;Scientia Forestalis;576;0.500;0.00065
11003;Seminars in Orthodontics;649;0.500;0.00046
11003;Social Science Japan Journal;102;0.500;0.00010
11003;TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA;414;0.500;0.00011
11044;APPLIED ENGINEERING IN AGRICULTURE;1796;0.497;0.00104
11044;CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES;965;0.497;0.00260
11044;FOLIA MORPHOLOGICA;691;0.497;0.00073
11047;RUSSIAN JOURNAL OF APPLIED CHEMISTRY;2179;0.494;0.00157
11048;ESAIM-Probability and Statistics;284;0.493;0.00159
11048;JOURNAL OF THE KOREAN PHYSICAL SOCIETY;3822;0.493;0.00439
11048;MIKROBIYOLOJI BULTENI;427;0.493;0.00048
11048;Madera y Bosques;233;0.493;0.00021
11048;TECHNOLOGY AND CULTURE;710;0.493;0.00082
11048;TECHNOLOGY AND CULTURE;710;0.493;0.00082
11054;SEMIGROUP FORUM;920;0.492;0.00282
11055;Journal of Psychology in Africa;382;0.491;0.00049
11055;Journal of Social Philosophy;432;0.491;0.00038
11055;Media International Australia;398;0.491;0.00075
11055;OSAKA JOURNAL OF MATHEMATICS;972;0.491;0.00200
11059;JOURNAL OF INORGANIC MATERIALS;937;0.490;0.00097
11059;MECHANICS OF COMPOSITE MATERIALS;1257;0.490;0.00063
11061;BMGN-The Low Countries Historical Review;131;0.489;0.00019
11061;CEREAL RESEARCH COMMUNICATIONS;674;0.489;0.00044
11061;Computer Assisted Surgery;26;0.489;0.00005
11061;Journal of Integral Equations and Applications;356;0.489;0.00095
11061;TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES;1134;0.489;0.00109
11061;University of Pennsylvania Journal of International Law;107;0.489;0.00036
11067;Canadian Journal of School Psychology;325;0.488;0.00057
11067;Critical Care Nursing Clinics of North America;337;0.488;0.00037
11067;Critical Care Nursing Clinics of North America;337;0.488;0.00037
11067;FOREST PRODUCTS JOURNAL;2065;0.488;0.00077
11067;Research and Theory for Nursing Practice;308;0.488;0.00020
11067;Research and Theory for Nursing Practice;308;0.488;0.00020
11067;SWISS JOURNAL OF PSYCHOLOGY;363;0.488;0.00032
11067;Ukrainian Journal of Physical Optics;114;0.488;0.00015
11075;COMPUTATIONAL COMPLEXITY;460;0.487;0.00103
11075;Engineering Management Journal;387;0.487;0.00008
11075;Engineering Management Journal;387;0.487;0.00008
11075;JNP-Journal for Nurse Practitioners;364;0.487;0.00071
11075;JNP-Journal for Nurse Practitioners;364;0.487;0.00071
11075;Lithuanian Mathematical Journal;245;0.487;0.00085
11081;CORNELL INTERNATIONAL LAW JOURNAL;282;0.486;0.00029
11081;Environment Protection Engineering;412;0.486;0.00044
11081;GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK;63;0.486;0.00008
11081;Journal of Quantitative Linguistics;232;0.486;0.00017
11081;MECHANICAL ENGINEERING;1075;0.486;0.00038
11081;Mitochondrial DNA Part B-Resources;276;0.486;0.00048
11081;Pigment & Resin Technology;455;0.486;0.00029
11081;Stochastics and Dynamics;429;0.486;0.00112
11089;CENTRAL EUROPEAN HISTORY;209;0.485;0.00050
11089;Journal of International Trade & Economic Development;365;0.485;0.00039
11089;Journal of Risk Model Validation;77;0.485;0.00011
11092;BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE;238;0.484;0.00020
11092;JOURNAL OF NIPPON MEDICAL SCHOOL;545;0.484;0.00068
11092;Open Medicine;92;0.484;0.00019
11095;Brazilian Journal of Pharmaceutical Sciences;707;0.483;0.00101
11095;International Journal of Aeronautical and Space Sciences;253;0.483;0.00058
11095;Wilson Journal of Ornithology;803;0.483;0.00153
11098;Asian Perspective;205;0.482;0.00027
11098;BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY;1496;0.482;0.00286
11098;Georgian Mathematical Journal;390;0.482;0.00068
11098;Latin American Journal of Aquatic Research;549;0.482;0.00141
11098;SENSORS AND MATERIALS;408;0.482;0.00064
11098;Turkish Journal of Fisheries and Aquatic Sciences;799;0.482;0.00127
11104;ACTA MATHEMATICA HUNGARICA;1439;0.481;0.00255
11104;ANTHROPOLOGIE;722;0.481;0.00044
11104;COMMUNICATIONS IN ALGEBRA;3853;0.481;0.00871
11104;CYTOLOGIA;1051;0.481;0.00018
11104;Diachronica;183;0.481;0.00028
11104;GRAPHS AND COMBINATORICS;1023;0.481;0.00488
11104;Risk Management-Journal of Risk Crisis and Disaster;131;0.481;0.00015
11104;SCOTTISH MEDICAL JOURNAL;574;0.481;0.00056
11112;Discrete Optimization;483;0.480;0.00126
11112;PHONETICA;704;0.480;0.00031
11112;PHONETICA;704;0.480;0.00031
11112;SCIENCE & SOCIETY;363;0.480;0.00038
11116;GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN;209;0.479;0.00031
11116;Journal of Experimental Psychopathology;284;0.479;0.00095
11116;Nephrologie & Therapeutique;277;0.479;0.00039
11119;Asia-Pacific Journal of Accounting & Economics;131;0.478;0.00013
11119;Kyushu Journal of Mathematics;163;0.478;0.00081
11119;RAIRO-OPERATIONS RESEARCH;317;0.478;0.00041
11122;Bauingenieur;259;0.477;0.00055
11122;JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION;2582;0.477;0.00068
11124;ACTA ARITHMETICA;1691;0.476;0.00507
11124;Analysis Mathematica;206;0.476;0.00036
11124;CANDOLLEA;380;0.476;0.00030
11124;DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL;388;0.476;0.00082
11124;INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS;111;0.476;0.00018
11124;JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS;363;0.476;0.00017
11124;Methods in Microbiology;852;0.476;0.00018
11124;Review of Central and East European Law;63;0.476;0.00007
11124;tm-Technisches Messen;237;0.476;0.00016
11133;IEICE Electronics Express;1051;0.475;0.00158
11133;J-FOR-Journal of Science & Technology for Forest Products and Processes;339;0.475;0.00032
11133;Notes and Records-The Royal Society Journal of the History of Science;286;0.475;0.00053
11133;Revista Brasileira de Fruticultura;1636;0.475;0.00130
11133;SOCIETY & ANIMALS;645;0.475;0.00058
11133;SOCIETY & ANIMALS;645;0.475;0.00058
11133;Scientia Iranica;2020;0.475;0.00343
11133;VIE ET MILIEU-LIFE AND ENVIRONMENT;496;0.475;0.00020
11141;Indian Journal of Hematology and Blood Transfusion;341;0.474;0.00067
11141;LIBRARY TRENDS;762;0.474;0.00027
11143;Convergencia-Revista de Ciencias Sociales;162;0.473;0.00010
11143;Filosofija-Sociologija;84;0.473;0.00021
11143;GLASS AND CERAMICS;667;0.473;0.00035
11143;NOVON;573;0.473;0.00047
11143;SOCIAL HISTORY OF MEDICINE;440;0.473;0.00097
11143;SOCIAL HISTORY OF MEDICINE;440;0.473;0.00097
11149;Communication and Critical-Cultural Studies;288;0.472;0.00053
11149;HERALD OF THE RUSSIAN ACADEMY OF SCIENCES;314;0.472;0.00033
11149;PROGRESS IN COMPUTATIONAL FLUID DYNAMICS;415;0.472;0.00072
11152;JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS;581;0.471;0.00051
11152;Revista Iberoamericana de Automatica e Informatica Industrial;180;0.471;0.00022
11154;JOURNAL OF MATHEMATICAL ECONOMICS;1312;0.470;0.00331
11154;JOURNAL OF MATHEMATICAL ECONOMICS;1312;0.470;0.00331
11156;INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING;547;0.469;0.00062
11156;INTERNATIONAL REVIEW OF SOCIAL HISTORY;398;0.469;0.00062
11156;Maejo International Journal of Science and Technology;183;0.469;0.00027
11156;Pacific Journal of Optimization;359;0.469;0.00133
11156;Topics in Companion Animal Medicine;287;0.469;0.00067
11161;Cement Wapno Beton;204;0.468;0.00020
11162;Czech Journal of Genetics and Plant Breeding;243;0.467;0.00025
11162;Ethik in der Medizin;93;0.467;0.00011
11162;FOLIA ZOOLOGICA;664;0.467;0.00053
11165;CHEMICAL & ENGINEERING NEWS;1234;0.466;0.00147
11165;International Arab Journal of Information Technology;524;0.466;0.00034
11165;Journal of Balkan and Near Eastern Studies;160;0.466;0.00034
11165;Oral Radiology;153;0.466;0.00022
11165;TOPICS IN CLINICAL NUTRITION;199;0.466;0.00019
11170;ARCHIVOS ESPANOLES DE UROLOGIA;509;0.465;0.00048
11170;STATISTICA NEERLANDICA;694;0.465;0.00109
11172;APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING;331;0.464;0.00062
11173;Acta Paulista de Enfermagem;689;0.463;0.00067
11173;Acta Paulista de Enfermagem;689;0.463;0.00067
11173;Brazilian Journal of Poultry Science;641;0.463;0.00074
11173;DISSENT;283;0.463;0.00065
11173;JOURNAL OF SOUTHEAST ASIAN STUDIES;365;0.463;0.00031
11173;JOURNAL OF THE CHILEAN CHEMICAL SOCIETY;855;0.463;0.00090
11173;JOURNAL OF THE LEPIDOPTERISTS SOCIETY;463;0.463;0.00040
11173;MAIN GROUP CHEMISTRY;210;0.463;0.00013
11173;PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT;142;0.463;0.00027
11173;SPORTVERLETZUNG-SPORTSCHADEN;211;0.463;0.00012
11183;ENTOMOLOGICAL RESEARCH;293;0.462;0.00030
11183;HEMOGLOBIN;934;0.462;0.00106
11183;Journal of Homotopy and Related Structures;102;0.462;0.00076
11183;Reviews in Cardiovascular Medicine;281;0.462;0.00032
11183;Romanian Journal of Political Science;42;0.462;0.00006
11183;SOUTHWESTERN ENTOMOLOGIST;550;0.462;0.00060
11189;AI COMMUNICATIONS;399;0.461;0.00075
11189;OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES;357;0.461;0.00045
11189;PMM JOURNAL OF APPLIED MATHEMATICS AND MECHANICS;1842;0.461;0.00097
11189;POLYMERS & POLYMER COMPOSITES;512;0.461;0.00063
11189;TOPICS IN GERIATRIC REHABILITATION;290;0.461;0.00027
11189;University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics;357;0.461;0.00063
11195;ANTI-CORROSION METHODS AND MATERIALS;491;0.460;0.00028
11195;LC GC NORTH AMERICA;501;0.460;0.00045
11197;JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC;655;0.459;0.00046
11197;Journal of Business-to-Business Marketing;280;0.459;0.00020
11197;Journal of Korean Academy of Nursing;616;0.459;0.00077
11197;Journal of Korean Academy of Nursing;616;0.459;0.00077
11201;BUFFALO LAW REVIEW;282;0.458;0.00029
11201;ESA BULLETIN-EUROPEAN SPACE AGENCY;335;0.458;0.00024
11201;International Journal of Maritime Engineering;101;0.458;0.00022
11201;JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS;942;0.458;0.00319
11201;Journal of Moral Philosophy;155;0.458;0.00043
11201;LIBRARY JOURNAL;437;0.458;0.00034
11201;RECORDS OF THE AUSTRALIAN MUSEUM;655;0.458;0.00011
11201;Romanian Agricultural Research;153;0.458;0.00016
11201;SOCIAL BEHAVIOR AND PERSONALITY;2039;0.458;0.00167
11201;THEORY OF COMPUTING SYSTEMS;594;0.458;0.00187
11211;ELECTROMAGNETICS;509;0.457;0.00043
11211;IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS;907;0.457;0.00096
11211;Porta Linguarum;185;0.457;0.00016
11211;TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY;633;0.457;0.00004
11215;ENTOMOLOGICAL NEWS;727;0.456;0.00031
11215;History of the Family;250;0.456;0.00037
11215;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK;241;0.456;0.00037
11215;Promet-Traffic & Transportation;249;0.456;0.00035
11215;REVISTA MEDICA DE CHILE;1555;0.456;0.00146
11220;Annals of Functional Analysis;186;0.455;0.00107
11220;Ingenieria e Investigacion;162;0.455;0.00017
11220;JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY;349;0.455;0.00024
11220;JOURNAL OF THE HISTORY OF SEXUALITY;294;0.455;0.00015
11220;PHYTOPROTECTION;129;0.455;0.00004
11220;STUDIES IN AMERICAN POLITICAL DEVELOPMENT;203;0.455;0.00030
11220;Translator;377;0.455;0.00033
11220;Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics;89;0.455;0.00003
11228;NeuroQuantology;276;0.453;0.00022
11229;AMERICAS;301;0.452;0.00019
11229;Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica;207;0.452;0.00070
11229;Early Science and Medicine;197;0.452;0.00035
11229;JAAPA-Journal of the American Academy of Physician Assistants;321;0.452;0.00070
11229;JOURNAL OF REPRODUCTIVE MEDICINE;2776;0.452;0.00139
11229;Journal of Trauma Nursing;272;0.452;0.00053
11229;Journal of Trauma Nursing;272;0.452;0.00053
11229;Kafkas Universitesi Veteriner Fakultesi Dergisi;730;0.452;0.00107
11229;SCANDINAVIAN POLITICAL STUDIES;730;0.452;0.00069
11238;Kodai Mathematical Journal;400;0.451;0.00112
11239;Asia Pacific Law Review;39;0.450;0.00006
11239;CHEMISTRY OF NATURAL COMPOUNDS;2791;0.450;0.00224
11239;Materials Science-Medziagotyra;574;0.450;0.00060
11239;Studia Logica;753;0.450;0.00118
11243;GEOLOGIA CROATICA;283;0.449;0.00028
11243;LOGIC JOURNAL OF THE IGPL;346;0.449;0.00080
11245;Acta Scientiarum Polonorum-Hortorum Cultus;383;0.448;0.00069
11245;BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS;594;0.448;0.00021
11245;FORESTRY CHRONICLE;1212;0.448;0.00072
11245;Zeitschrift fur Gesundheitspsychologie;109;0.448;0.00014
11249;JOURNAL OF SCHOLARLY PUBLISHING;89;0.447;0.00011
11249;Journal of Hematopathology;111;0.447;0.00018
11249;SCIENCEASIA;536;0.447;0.00059
11249;Theory and Applications of Categories;340;0.447;0.00142
11253;IRANIAN JOURNAL OF FISHERIES SCIENCES;406;0.446;0.00064
11253;MAMMAL STUDY;250;0.446;0.00035
11253;Russian Journal of Non-Ferrous Metals;304;0.446;0.00059
11256;JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION;1428;0.445;0.00090
11257;ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG;530;0.444;0.00057
11257;ACM Transactions on Privacy and Security;8;0.444;0.00000
11257;Asian Economic Journal;255;0.444;0.00028
11257;Australian Journal of Anthropology;260;0.444;0.00051
11257;COSMIC RESEARCH;563;0.444;0.00051
11257;RATIONALITY AND SOCIETY;676;0.444;0.00053
11257;TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH;1550;0.444;0.00204
11264;Revista de Nutricao-Brazilian Journal of Nutrition;847;0.443;0.00050
11265;English Teaching-Practice and Critique;272;0.442;0.00029
11265;GLASGOW MATHEMATICAL JOURNAL;744;0.442;0.00163
11265;MODERN ASIAN STUDIES;975;0.442;0.00111
11265;TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES;261;0.442;0.00048
11269;Sequential Analysis-Design Methods and Applications;347;0.441;0.00067
11270;DISSOLUTION TECHNOLOGIES;409;0.440;0.00022
11270;INTERNIST;402;0.440;0.00031
11272;ACTA BIOLOGICA HUNGARICA;458;0.439;0.00048
11272;FAMILY LAW QUARTERLY;182;0.439;0.00018
11272;ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH;459;0.439;0.00031
11272;JCPSP-Journal of the College of Physicians and Surgeons Pakistan;1488;0.439;0.00199
11272;RUSSIAN JOURNAL OF ECOLOGY;756;0.439;0.00061
11277;Industria Textila;190;0.438;0.00013
11277;Panoeconomicus;175;0.438;0.00020
11277;Philosophia Mathematica;217;0.438;0.00023
11277;Revista Chapingo Serie Ciencias Forestales y del Ambiente;169;0.438;0.00024
11277;Revista de Historia Economica;213;0.438;0.00025
11277;Revista de la Construccion;104;0.438;0.00009
11283;JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING;380;0.437;0.00047
11283;PSYCHOANALYTIC DIALOGUES;816;0.437;0.00085
11283;UROLOGE;622;0.437;0.00052
11286;CIENCIA FLORESTAL;755;0.436;0.00096
11286;POLISH JOURNAL OF ECOLOGY;645;0.436;0.00072
11286;REVSTAT-Statistical Journal;171;0.436;0.00071
11286;Trabajos de Prehistoria;354;0.436;0.00010
11290;ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;197;0.435;0.00009
11290;ERNAHRUNGS UMSCHAU;152;0.435;0.00013
11290;Functions of Language;157;0.435;0.00015
11290;JOURNAL OF MINING SCIENCE;834;0.435;0.00076
11294;European Review;283;0.434;0.00021
11294;VETERINARNI MEDICINA;1324;0.434;0.00104
11294;ZOOSYSTEMA;461;0.434;0.00050
11297;Asian-Pacific Economic Literature;118;0.433;0.00015
11297;HIGH TEMPERATURE MATERIALS AND PROCESSES;387;0.433;0.00071
11297;Revue de Geographie Alpine-Journal of Alpine Research;205;0.433;0.00015
11300;Australian Economic Review;365;0.432;0.00058
11300;JOURNAL OF MEDICAL PRIMATOLOGY;765;0.432;0.00067
11300;METALLURGIA ITALIANA;236;0.432;0.00032
11300;POLYMER-KOREA;456;0.432;0.00025
11300;SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW;278;0.432;0.00015
11305;ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;560;0.431;0.00050
11305;ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;560;0.431;0.00050
11305;JOURNAL OF COMMUNICATIONS  TECHNOLOGY AND ELECTRONICS;1031;0.431;0.00083
11305;PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT;565;0.431;0.00064
11305;RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS;316;0.431;0.00033
11305;Rhetoric Society Quarterly;197;0.431;0.00014
11311;CURRENT HISTORY;261;0.430;0.00044
11311;Iranian Studies;274;0.430;0.00033
11311;JOURNAL OF AVIAN MEDICINE AND SURGERY;518;0.430;0.00043
11314;INTERNATIONAL LABOR AND WORKING-CLASS HISTORY;241;0.429;0.00056
11314;International Journal of Law Policy and the Family;222;0.429;0.00020
11314;Nuclear Technology & Radiation Protection;196;0.429;0.00029
11314;PROBUS;169;0.429;0.00009
11314;SEMINARS IN ROENTGENOLOGY;417;0.429;0.00038
11319;Quaestiones Mathematicae;359;0.428;0.00117
11320;CLINICAL DYSMORPHOLOGY;459;0.427;0.00041
11320;Cirugia y Cirujanos;313;0.427;0.00038
11320;Journal of Oil Palm Research;367;0.427;0.00033
11323;Asia Pacific Journal of Anthropology;194;0.426;0.00047
11323;POLITICAL SCIENCE QUARTERLY;1191;0.426;0.00040
11323;PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS;1590;0.426;0.00039
11323;Pflege;134;0.426;0.00010
11323;Pflege;134;0.426;0.00010
11323;Social Dynamics-A Journal of African Studies;322;0.426;0.00031
11323;Southern African Linguistics and Applied Language Studies;200;0.426;0.00030
11323;Text & Talk;380;0.426;0.00056
11331;INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES;190;0.425;0.00018
11331;Journal of Modern Dynamics;200;0.425;0.00129
11331;Kyoto Journal of Mathematics;162;0.425;0.00158
11331;Malaysian Journal of Library & Information Science;171;0.425;0.00012
11335;Foundations of Chemistry;112;0.424;0.00014
11336;BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN;440;0.423;0.00148
11337;ACTA VETERINARIA BRNO;766;0.422;0.00060
11337;ADVANCED COMPOSITES LETTERS;112;0.422;0.00012
11337;BRITISH JOURNAL OF HOSPITAL MEDICINE;604;0.422;0.00093
11337;EUROPEAN HISTORY QUARTERLY;201;0.422;0.00026
11337;ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology;108;0.422;0.00014
11342;Africa Spectrum;242;0.421;0.00042
11342;Journal of Thermal Science and Technology;226;0.421;0.00033
11342;Revista Caatinga;491;0.421;0.00072
11342;TAIWANIA;455;0.421;0.00049
11346;ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE;489;0.420;0.00039
11346;ACTA CHIRURGICA BELGICA;909;0.420;0.00075
11346;COLLOQUIUM MATHEMATICUM;1113;0.420;0.00201
11346;Cold War History;222;0.420;0.00065
11346;ZENTRALBLATT FUR CHIRURGIE;756;0.420;0.00048
11351;Ambix;143;0.419;0.00023
11351;COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS;118;0.419;0.00024
11351;GAYANA;254;0.419;0.00027
11354;ENGLISH HISTORICAL REVIEW;723;0.418;0.00095
11354;EUROPEAN HEART JOURNAL SUPPLEMENTS;323;0.418;0.00029
11354;Estudios de Psicologia;164;0.418;0.00027
11354;Revista Chilena de Infectologia;410;0.418;0.00056
11358;ASIAN SURVEY;1296;0.417;0.00110
11358;BALTIC ASTRONOMY;293;0.417;0.00043
11358;HELMINTHOLOGIA;506;0.417;0.00057
11358;Nordic Journal of Linguistics;90;0.417;0.00015
11358;Suchttherapie;53;0.417;0.00007
11358;VIAL-Vigo International Journal of Applied Linguistics;31;0.417;0.00007
11364;CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE;457;0.415;0.00036
11364;English Language & Linguistics;247;0.415;0.00040
11364;NEW ZEALAND JOURNAL OF ZOOLOGY;939;0.415;0.00034
11364;Revista de Economia Mundial;119;0.415;0.00006
11368;JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN;481;0.414;0.00057
11368;Markov Processes and Related Fields;280;0.414;0.00101
11370;Revista de Ciencia Politica;253;0.413;0.00039
11371;HISTORICAL METHODS;220;0.412;0.00037
11371;Journal of Medical Devices-Transactions of the ASME;544;0.412;0.00114
11371;Notarzt;80;0.412;0.00005
11371;REVISTA DE METALURGIA;255;0.412;0.00016
11375;Acta Endocrinologica-Bucharest;176;0.411;0.00017
11375;Revue de Stomatologie de Chirurgie Maxillo-faciale et de Chirurgie Orale;366;0.411;0.00035
11377;BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY;307;0.410;0.00137
11377;COMPUTING AND INFORMATICS;367;0.410;0.00041
11377;GAYANA BOTANICA;249;0.410;0.00034
11377;HIMALAYAN GEOLOGY;264;0.410;0.00012
11377;World Review of Nutrition and Dietetics;492;0.410;0.00072
11382;BOSQUE;416;0.409;0.00061
11382;BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;460;0.409;0.00067
11382;Chiang Mai Journal of Science;455;0.409;0.00057
11382;INDIAN JOURNAL OF GENETICS AND PLANT BREEDING;490;0.409;0.00033
11382;Linguistic Typology;387;0.409;0.00064
11382;PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING;267;0.409;0.00023
11382;Prague Economic Papers;171;0.409;0.00020
11382;Russian Journal of Marine Biology;554;0.409;0.00052
11382;South African Journal of Industrial Engineering;189;0.409;0.00026
11391;Journal of Animal and Plant Sciences;1198;0.407;0.00246
11391;RLA-Revista de Linguistica Teorica y Aplicada;86;0.407;0.00003
11391;RUSSIAN JOURNAL OF HERPETOLOGY;211;0.407;0.00036
11391;SOUTHEASTERN NATURALIST;607;0.407;0.00101
11395;ANNALS OF SCIENCE;356;0.405;0.00049
11395;ANNALS OF SCIENCE;356;0.405;0.00049
11395;Archivos Argentinos de Pediatria;524;0.405;0.00061
11395;DIPLOMATIC HISTORY;541;0.405;0.00075
11395;Fourrages;222;0.405;0.00010
11395;International Journal of Web Services Research;101;0.405;0.00020
11395;Irish Educational Studies;216;0.405;0.00040
11395;Journal of French Language Studies;125;0.405;0.00018
11395;ORNITHOLOGICAL SCIENCE;164;0.405;0.00017
11395;Tijdschrift voor Communicatiewetenschap;49;0.405;0.00012
11395;Vojnosanitetski Pregled;628;0.405;0.00101
11406;Assistenza Infermieristica e Ricerca;86;0.404;0.00011
11406;Assistenza Infermieristica e Ricerca;86;0.404;0.00011
11406;Bioscience Journal;776;0.404;0.00153
11406;CIRCUIT WORLD;213;0.404;0.00014
11406;Clinical and Experimental Obstetrics & Gynecology;804;0.404;0.00131
11406;HEAT TRANSFER RESEARCH;410;0.404;0.00057
11406;Multilingua-Journal of Cross-Cultural and Interlanguage Communication;348;0.404;0.00056
11406;Neurochemical Journal;161;0.404;0.00022
11406;RAE-Revista de Administracao de Empresas;504;0.404;0.00011
11415;Bulletin of the Korean Mathematical Society;668;0.403;0.00207
11415;Hippokratia;762;0.403;0.00099
11415;Notre Dame Journal of Formal Logic;507;0.403;0.00109
11418;ACTA OECONOMICA;141;0.402;0.00013
11418;INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION;604;0.402;0.00300
11420;ANNALES DE BIOLOGIE CLINIQUE;501;0.401;0.00043
11420;Latin American Journal of Pharmacy;912;0.401;0.00072
11422;AMERICAN CRIMINAL LAW REVIEW;333;0.400;0.00049
11422;Australian Journal of Adult Learning;155;0.400;0.00008
11422;CMC-Computers Materials & Continua;320;0.400;0.00041
11422;DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS;501;0.400;0.00021
11422;Gospodarka Surowcami Mineralnymi-Mineral Resources Management;265;0.400;0.00027
11422;Historia Agraria;176;0.400;0.00023
11422;Journal of World Energy Law & Business;109;0.400;0.00013
11422;Portuguese Economic Journal;144;0.400;0.00007
11422;Review of Economic Design;165;0.400;0.00050
11422;Revista Romana de Medicina de Laborator;81;0.400;0.00013
11422;SAMPE JOURNAL;181;0.400;0.00008
11422;SOCIOLOGIE DU TRAVAIL;278;0.400;0.00039
11434;PRZEMYSL CHEMICZNY;1115;0.399;0.00093
11435;Analytical and Quantitative Cytopathology and Histopathology;556;0.398;0.00045
